date,company_id,cash_account_id,opening_balance,daily_inflow,daily_outflow,balance,available_balance,reserved_balance,deployable_cash,invoices_created_count,invoices_created_amount,obligations_created_count,obligations_created_amount,customer_payment_amount,customer_payment_count,operating_expense_amount,operating_expense_count,supplier_payment_amount,supplier_payment_count,unexpected_expense_amount,unexpected_expense_count,loan_draw_amount,loan_draw_count,loan_repayment_amount,loan_repayment_count,interest_payment_amount,interest_payment_count,events_logged_count
2025-11-20,COMP001,CASH001,3464918925.06,31524724.25,67799157.01,3428644492.3,3378644492.3,50000000.0,3378644492.3,0,0.0,0,0.0,31524724.25,2,6042390.91,1,61756766.1,3,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-11-21,COMP001,CASH001,3428644492.3,48033126.7,48504373.56,3428173245.44,3378173245.44,50000000.0,3378173245.44,1,48966754.74,0,0.0,48033126.7,2,6861916.9,1,41642456.66,2,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-11-22,COMP001,CASH001,3428173245.44,53260790.75,1663910.95,3479770125.24,3429770125.24,50000000.0,3429770125.24,2,43653256.63,1,19217922.22,53260790.75,2,1663910.95,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-11-23,COMP001,CASH001,3479770125.24,1546893.14,1947131.68,3479369886.7,3429369886.7,50000000.0,3429369886.7,1,55987607.6,2,92761911.47,1546893.14,1,1947131.68,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-11-24,COMP001,CASH001,3479369886.7,40560410.73,7728861.68,3512201435.75,3462201435.75,50000000.0,3462201435.75,0,0.0,1,50341366.0,40560410.730000004,2,7728861.68,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-11-25,COMP001,CASH001,3512201435.75,73944069.21,61001403.12,3525144101.84,3475144101.84,50000000.0,3475144101.84,2,16837144.189999998,1,45364082.47,73944069.21,2,5185393.71,1,55816009.41,2,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-11-26,COMP001,CASH001,3525144101.84,46489687.93,6217073.94,3565416715.83,3515416715.83,50000000.0,3515416715.83,2,50578281.63,0,0.0,46489687.92999999,2,6217073.94,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-11-27,COMP001,CASH001,3565416715.83,14204009.14,9033136.16,3570587588.81,3520587588.81,50000000.0,3520587588.81,0,0.0,0,0.0,14204009.14,1,9033136.16,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-11-28,COMP001,CASH001,3570587588.81,93099225.7,52138649.82,3611548164.69,3561548164.69,50000000.0,3561548164.69,0,0.0,1,42016082.64,93099225.7,3,4435481.12,1,47703168.7,1,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-11-29,COMP001,CASH001,3611548164.69,80063564.17,32125878.87,3659485849.99,3609485849.99,50000000.0,3609485849.99,0,0.0,3,76832480.91,80063564.17,2,2255796.35,1,29870082.52,1,0.0,0,0.0,0,0.0,0,0.0,0,2
2025-11-30,COMP001,CASH001,3659485849.99,102669181.28,933088.06,3761221943.21,3711221943.21,50000000.0,3711221943.21,2,62392214.339999996,1,55476493.03,102669181.28,3,933088.06,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-12-01,COMP001,CASH001,3761221943.21,71702027.39,5500066.74,3827423903.86,3777423903.86,50000000.0,3777423903.86,4,99650701.97,0,0.0,71702027.39,2,5500066.74,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-12-02,COMP001,CASH001,3827423903.86,27519763.12,26129474.94,3828814192.04,3778814192.04,50000000.0,3778814192.04,1,35578755.43,0,0.0,27519763.12,2,9207615.53,1,16921859.41,1,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-12-03,COMP001,CASH001,3828814192.04,152449299.0,84797034.28,3896466456.76,3846466456.76,50000000.0,3846466456.76,1,21470452.04,1,4701351.38,152449299.0,4,6390755.09,1,78406279.19,2,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-12-04,COMP001,CASH001,3896466456.76,21814893.32,16967887.32,3901313462.76,3851313462.76,50000000.0,3851313462.76,2,25539753.1,1,23337320.56,21814893.32,1,4863067.7,1,12104819.62,1,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-12-05,COMP001,CASH001,3901313462.76,29495856.1,5197381.38,3925611937.48,3875611937.48,50000000.0,3875611937.48,0,0.0,1,22624749.24,29495856.1,1,5197381.38,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2
2025-12-06,COMP001,CASH001,3925611937.48,3883457.45,31435525.1,3898059869.83,3848059869.83,50000000.0,3848059869.83,2,83172075.98,0,0.0,3883457.45,1,1077762.71,1,30357762.39,1,0.0,0,0.0,0,0.0,0,0.0,0,2
2025-12-07,COMP001,CASH001,3898059869.83,25965852.53,76758784.04,3847266938.32,3797266938.32,50000000.0,3797266938.32,2,62042360.99,0,0.0,25965852.53,2,1652219.33,1,75106564.71,2,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-12-08,COMP001,CASH001,3847266938.32,9292024.67,49985478.14,3806573484.85,3756573484.85,50000000.0,3756573484.85,3,158385322.72,0,0.0,9292024.67,1,6578319.53,1,43407158.61,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-12-09,COMP001,CASH001,3806573484.85,60196063.61,22809073.08,3843960475.38,3793960475.38,50000000.0,3793960475.38,3,115219393.07,2,69546124.62,60196063.61,2,8313535.39,1,14495537.69,1,0.0,0,0.0,0,0.0,0,0.0,0,2
2025-12-10,COMP001,CASH001,3843960475.38,67005249.46,82863747.32,3828101977.52,3778101977.52,50000000.0,3778101977.52,0,0.0,0,0.0,67005249.45999999,2,9755522.69,1,73108224.63,2,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-12-11,COMP001,CASH001,3828101977.52,145504341.72,55893002.51,3917713316.73,3867713316.73,50000000.0,3867713316.73,2,45342904.510000005,0,0.0,145504341.72,4,3099395.87,1,52793606.64,1,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-12-12,COMP001,CASH001,3917713316.73,17562848.22,11502065.91,3923774099.04,3873774099.04,50000000.0,3873774099.04,1,15589091.11,1,44305841.99,17562848.22,1,8089561.93,1,3412503.98,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-12-13,COMP001,CASH001,3923774099.04,93994999.62,15882652.13,4001886446.53,3951886446.53,50000000.0,3951886446.53,2,64719211.18000001,1,28258022.07,93994999.62,3,1606260.78,1,14276391.35,2,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-12-14,COMP001,CASH001,4001886446.53,1007845.94,1589399.86,4001304892.61,3951304892.61,50000000.0,3951304892.61,1,58848843.18,1,41396187.27,1007845.94,1,1589399.86,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-12-15,COMP001,CASH001,4001304892.61,14473892.15,39692041.33,3976086743.43,3926086743.43,50000000.0,3926086743.43,2,49565627.23,1,40061891.54,14473892.15,1,4990565.28,1,34701476.05,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-12-16,COMP001,CASH001,3976086743.43,16997982.43,62758750.63,3930325975.23,3880325975.23,50000000.0,3880325975.23,2,63762696.47,3,71301414.04,16997982.43,1,5995044.89,1,56763705.74,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-12-17,COMP001,CASH001,3930325975.23,85056302.47,30266328.1,3985115949.6,3935115949.6,50000000.0,3935115949.6,0,0.0,0,0.0,85056302.47,2,3607339.33,1,26658988.77,3,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-12-18,COMP001,CASH001,3985115949.6,116133495.05,74013616.11,4027235828.54,3977235828.54,50000000.0,3977235828.54,1,17622135.85,0,0.0,116133495.05,3,8792308.81,1,65221307.3,2,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-12-19,COMP001,CASH001,4027235828.54,123656841.62,68152417.3,4082740252.86,4032740252.86,50000000.0,4032740252.86,3,121571777.78999999,0,0.0,123656841.62,3,6219820.89,1,61932596.41,2,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-12-20,COMP001,CASH001,4082740252.86,3513112.89,835546.88,4085417818.87,4035417818.87,50000000.0,4035417818.87,0,0.0,0,0.0,3513112.89,1,835546.88,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-12-21,COMP001,CASH001,4085417818.87,159465156.57,624323.81,4244258651.63,4194258651.63,50000000.0,4194258651.63,3,153288061.0,0,0.0,159465156.57,4,624323.81,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-12-22,COMP001,CASH001,4244258651.63,16351205.87,13898379.41,4246711478.09,4196711478.09,50000000.0,4196711478.09,0,0.0,0,0.0,16351205.87,1,6931817.16,1,6966562.25,1,0.0,0,0.0,0,0.0,0,0.0,0,2
2025-12-23,COMP001,CASH001,4246711478.09,106004565.49,61173685.04,4291542358.54,4241542358.54,50000000.0,4241542358.54,0,0.0,0,0.0,106004565.49000001,3,8167693.44,1,53005991.6,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-12-24,COMP001,CASH001,4291542358.54,20204443.27,57558856.06,4254187945.75,4204187945.75,50000000.0,4204187945.75,0,0.0,0,0.0,20204443.27,1,3288232.01,1,54270624.05,1,0.0,0,0.0,0,0.0,0,0.0,0,2
2025-12-25,COMP001,CASH001,4254187945.75,13865970.01,5058499.1,4262995416.66,4212995416.66,50000000.0,4212995416.66,0,0.0,0,0.0,13865970.01,1,5058499.1,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-12-26,COMP001,CASH001,4262995416.66,20193093.68,8702087.5,4274486422.84,4224486422.84,50000000.0,4224486422.84,0,0.0,0,0.0,20193093.68,1,8702087.5,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2
2025-12-27,COMP001,CASH001,4274486422.84,32576854.0,49194600.45,4257868676.39,4207868676.39,50000000.0,4207868676.39,0,0.0,0,0.0,32576854.0,2,1623269.63,1,37004053.16,1,0.0,0,0.0,0,0.0,0,10567277.66,1,0
2025-12-28,COMP001,CASH001,4257868676.39,43449959.46,2446204.14,4298872431.71,4248872431.71,50000000.0,4248872431.71,0,0.0,0,0.0,43449959.45999999,2,2446204.14,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2
2025-12-29,COMP001,CASH001,4298872431.71,96848544.57,8218017.87,4387502958.41,4337502958.41,50000000.0,4337502958.41,0,0.0,0,0.0,96848544.57,2,8218017.87,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-12-30,COMP001,CASH001,4387502958.41,18299882.81,18923054.85,4386879786.37,4336879786.37,50000000.0,4336879786.37,0,0.0,0,0.0,18299882.81,1,5523727.8,1,13399327.05,1,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-12-31,COMP001,CASH001,4386879786.37,20006944.15,68621544.34,4338265186.18,4288265186.18,50000000.0,4288265186.18,0,0.0,0,0.0,20006944.15,2,9907687.18,1,58713857.160000004,2,0.0,0,0.0,0,0.0,0,0.0,0,0
